"";"Open.thyssenkruppStock";"High.thyssenkruppStock";"Low.thyssenkruppStock";"Close.thyssenkruppStock";"Volume.thyssenkruppStock";"Open.SalzgitterStock";"High.SalzgitterStock";"Low.SalzgitterStock";"Close.SalzgitterStock";"Volume.SalzgitterStock";"Open.DAXIndex";"High.DAXIndex";"Low.DAXIndex";"Close.DAXIndex";"Volume.DAXIndex"
"767";18,005;18,225;17,875;17,945;1485200;39,19;40,415;39,055;39,65;208700;7652,27002;7676,5;7640,299805;7655,879883;16303200
"768";17,875;17,995;17,69;17,76;1387100;39,655;39,935;39,245;39,425;94200;7649,890137;7665,680176;7602,890137;7612,390137;11613000
"769";17,76;17,76;17,76;17,76;0;39,425;39,425;39,425;39,425;0;7612,390137;7612,390137;7612,390137;7612,390137;0
"770";18,255;18,695;18,225;18,64;3591400;40,4;40,995;40,32;40,72;200400;7689,459961;7789,939941;7689,459961;7778,779785;32821400
"771";18,575;18,615;18,355;18,43;1798700;40,52;41,555;40,485;41,1;172000;7762,129883;7777,02002;7737,97998;7756,439941;20254200
"772";18,365;18,395;18,055;18,24;2001400;40,95;40,95;39,82;40,78;240300;7740,990234;7779,669922;7727,549805;7776,370117;20784400
"773";18,125;18,235;18,035;18,2;1665900;40,565;41,395;40,55;40,92;201000;7760,009766;7767,549805;7713,419922;7732,660156;26222500
"774";18,1;18,28;17,96;17,97;1413700;40,615;40,935;40,015;40,125;204000;7710,700195;7754,379883;7683,47998;7695,830078;23757000
"775";18,11;18,72;17,965;18,5;6254600;40,375;41,105;40,2;40,47;274800;7713,569824;7734,779785;7688,549805;7720,470215;27859700
"776";18,61;19,25;18,55;19,05;5979800;40,32;40,495;38,755;38,995;510800;7732,140137;7773,689941;7685,080078;7708,470215;29723400
"777";19,09;19,225;18,41;18,68;4042200;38,435;38,435;37,345;37,69;481000;7725,930176;7731,450195;7683,919922;7715,529785;25558300
"778";18,77;18,8;18,3;18,34;1844500;37,875;38,315;37,055;37,295;378400;7737,609863;7785,819824;7702,359863;7729,52002;24562900
"779";18,25;18,395;17,92;18,05;3424300;36,56;37,055;35,99;36,44;470100;7704,049805;7735,209961;7635,879883;7675,910156;31299500
"780";17,97;18,085;17,79;18,005;1659400;36,22;36,52;35,88;36,305;338600;7661,609863;7694,799805;7643,140137;7691,129883;25992200
"781";18,17;18,515;18,165;18,4;3356100;36,07;37,48;36,07;36,735;445600;7677,279785;7764,029785;7662,430176;7735,459961;26786500
"782";18,4;18,435;18,01;18,065;3507400;36,945;37,125;35,91;36,09;511700;7747,129883;7753,490234;7702,22998;7702,22998;30164400
"783";18,17;18,245;17,945;17,97;1668700;36,345;37,265;36,255;37,095;243100;7727,77002;7749,819824;7719,02002;7748,859863;15688700
"784";18;18,025;17,51;17,815;3277700;37,15;37,38;36,345;36,79;253300;7741,879883;7746,910156;7634,259766;7696,209961;29306200
"785";17,84;17,925;17,675;17,75;1893000;36,865;37,16;36,53;36,66;252000;7702,919922;7731,629883;7684,839844;7707,540039;26663400
"786";17,75;17,865;17,45;17,855;2747100;36,65;37,11;36,53;36,825;235500;7700,529785;7753,299805;7661,959961;7748,129883;25213900
"787";17,805;17,87;17,615;17,745;2935200;36,3;36,3;35,51;35,73;698300;7746,779785;7865,160156;7743,189941;7857,970215;29292700
"788";17,745;17,92;17,47;17,5;2498400;35,6;35,885;35,05;35,13;332600;7859,830078;7871,790039;7831,720215;7833;22722100
"789";17,48;18;17,455;17,97;3639800;35,1;36,44;35,1;35,575;546700;7841,959961;7857,140137;7800,120117;7848,569824;24837800
"790";18,05;18,44;17,965;18,07;2941800;35,03;35,16;34,44;34,94;869900;7855,680176;7863,350098;7775,029785;7811,310059;27707000
"791";18,045;18,085;17,86;17,89;1873700;34,84;34,92;34,32;34,32;512600;7800,450195;7812,339844;7765,200195;7776,049805;34102100
"792";17,95;18,36;17,95;18,3;2687800;34,41;35,53;34,365;35,495;456500;7792,589844;7853,370117;7784,970215;7833,390137;30495400
"793";18,2;18,275;17,605;17,615;3214000;35,625;35,69;34,44;34,53;322700;7822,540039;7837,640137;7637,680176;7638,22998;37356000
"794";17,565;17,775;17,46;17,6;2224500;34,465;34,89;34,365;34,695;269300;7643,540039;7677,140137;7622,299805;7664,660156;31721400
"795";17,675;18,125;17,45;17,535;3869100;34,775;35,69;34,45;35,15;466300;7665,879883;7694,419922;7537,290039;7581,180176;33199400
"796";17,53;17,745;17,285;17,47;2435900;35,125;35,505;34,745;34,87;251100;7581,370117;7661,310059;7565,319824;7590,850098;34190800
"797";17,54;17,815;17,38;17,74;3013300;35,02;35,26;34,725;35,03;194500;7607,569824;7655,310059;7577,339844;7652,140137;26912200
"798";17,805;17,96;17,61;17,75;2452500;34,865;35,54;34,755;35,39;138000;7627,720215;7676,819824;7597,609863;7633,740234;21851000
"799";17,85;17,97;17,36;17,7;3834000;35,305;35,5;35,02;35,48;176800;7619,120117;7661,970215;7593,660156;7660,189941;25135400
"800";17,75;18,03;17,505;17,91;2412500;35,64;36,7;35,64;36;426400;7678,47998;7737,410156;7650,290039;7711,890137;24106100
"801";17,885;18,01;17,55;17,62;2455600;35,98;36,24;34,905;35,255;303100;7697,890137;7729,359863;7607,47998;7631,189941;23482900
"802";17,575;17,77;17,45;17,555;2481700;35,09;36,1;34,98;35;288600;7636,259766;7649,5;7588,569824;7593,509766;31446500
"803";17,65;17,685;17,4;17,49;1537900;35,05;35,205;34,84;35,14;130200;7591,080078;7629,779785;7568,160156;7628,72998;18147200
"804";17,445;17,995;17,385;17,96;2361100;35,17;36,235;35,06;35,75;376700;7614,100098;7762,899902;7611,600098;7752,450195;29184200
"805";17,915;18;17,645;17,725;1834500;35,92;36,195;35,28;35,4;227600;7747,209961;7784,640137;7709,47998;7728,899902;26456500
"806";17,59;17,6;17,11;17,155;3198100;35,05;35,06;34,29;34,685;316300;7681,609863;7688,439941;7561,839844;7583,569824;33491400
"807";17,255;17,48;17,185;17,275;2072400;34,945;35,88;34,945;35,215;336400;7619,810059;7681,120117;7607,259766;7661,910156;32936400
"808";17,31;17,845;17,31;17,59;2897000;35,495;36,48;35,34;35,71;370000;7731,799805;7860,569824;7726,399902;7773,189941;42329700
"809";17,15;17,345;16,895;17,12;3469500;35;35,35;34,5;35,015;367500;7682,240234;7683,959961;7589,319824;7597,109863;38841300
"810";17,24;17,32;16,965;17,295;2193300;34,7;37,42;34,52;37,165;776600;7641,839844;7679,439941;7565,779785;7675,830078;27156000
"811";17,36;17,425;17,07;17,275;3390900;37,37;37,59;35,785;36,545;586100;7712,200195;7753,390137;7691,810059;7741,700195;30571400
"812";17,17;17,215;16,615;16,765;3705800;36,65;36,65;35,52;36,025;286100;7735,350098;7767,669922;7627,990234;7708,160156;30626000
"813";16,6;16,67;16,32;16,37;2484700;35,68;35,855;35,31;35,465;230700;7654,669922;7708,879883;7637,319824;7691,680176;21488000
"814";16,8;16,975;16,675;16,89;3760400;35,53;36,42;35,53;36,19;285600;7779,620117;7883,600098;7772,330078;7870,310059;37153700
"815";17,035;17,22;16,945;17,025;1972700;36,135;36,365;35,73;35,805;189500;7907,390137;7977,640137;7898,040039;7919,330078;32329800
"816";17,07;17,235;17,01;17,185;1561700;35,875;36,325;35,65;35,925;205300;7934,189941;7956,259766;7911,560059;7939,77002;29303300
"817";17,22;18,355;17,17;18,285;9433300;36;36,32;35,66;36,17;248200;7970,660156;8015,069824;7962,279785;7986,470215;32136300
"818";18,29;18,45;18,04;18,2;3106500;36,005;36,445;35,79;35,9;206300;7967,459961;7989,209961;7954,580078;7984,290039;20939200
"819";18,135;18,495;18,04;18,39;2597500;35,805;36,525;35,72;35,955;329600;7970,830078;7999,5;7933,939941;7966,120117;24719200
"820";18,325;18,405;17,82;17,975;2314800;35,93;35,945;35,315;35,59;271900;7964,77002;7978,839844;7942,370117;7970,910156;26484000
"821";18,125;18,335;17,97;18,265;2897800;35,6;35,9;35,13;35,57;495700;8013,25;8060,259766;8011,220215;8058,370117;35605000
"822";18,235;18,55;18,2;18,42;5239100;35,445;35,615;34,79;35,29;399600;8074,029785;8074,470215;7996,950195;8042,850098;73586300
"823";18,105;18,405;18,085;18,37;1764200;34,67;35,31;34,6;35,195;192600;7924,040039;8020,910156;7901,939941;8010,700195;30118900
"824";17,725;17,75;16,98;17,365;8717100;34,84;34,945;34,01;34,465;437200;7980,540039;8000,970215;7919,450195;7947,790039;32832900
"825";17,43;17,75;16,765;16,985;6521400;34,475;34,715;33,64;34,07;378500;7995,589844;8030,459961;7972,209961;8001,970215;29283700
"826";16,68;16,89;16,63;16,775;2444300;34,03;34,24;33,37;34,005;299500;7989,589844;7999,339844;7887,669922;7932,509766;40179600
"827";16,745;16,75;16,475;16,54;2440900;33,795;33,85;32,52;32,9;559500;7917,640137;7953,930176;7876,359863;7911,350098;29941000
"828";16,655;16,7;16,115;16,185;2897500;33,1;33,405;32,24;32,36;258800;7988,27002;8030,759766;7847,970215;7870,899902;33109100
"829";16,105;16,39;16,085;16,2;1820700;31,56;32,165;31,215;31,8;672900;7889,149902;7912,52002;7859,27002;7879,669922;26027300
"830";16,33;16,425;15,96;16,14;2448600;31,745;31,8;30,535;31,165;513700;7905,959961;7916,759766;7750,379883;7789,089844;32340200
"831";16,105;16,16;15,82;15,865;2195100;31,16;31,72;31,16;31,315;332000;7791,140137;7842,580078;7778,02002;7795,310059;28716200
"832";15,865;15,865;15,865;15,865;0;31,315;31,315;31,315;31,315;0;7795,310059;7795,310059;7795,310059;7795,310059;0
"833";15,83;15,875;15,41;15,63;3662300;31,195;31,325;30,57;30,935;307600;7806,120117;7949,200195;7805,919922;7943,870117;28501500
"834";15,56;15,575;14,965;15;4872500;30,94;31,07;30,255;30,825;334900;7926,879883;7953,149902;7869,810059;7874,75;25890600
"835";15,05;15,13;14,49;14,5;5556600;30,73;30,96;30,33;30,535;451200;7902,859863;7927,930176;7803,890137;7817,390137;31696200
"836";14,5;14,635;14,12;14,265;4354500;30,29;30,62;29,88;30,325;353500;7820,689941;7825,279785;7632,419922;7658,75;37990600
"837";14,305;14,445;14,11;14,245;2109400;30,41;30,94;30,105;30,265;267200;7669,040039;7698,470215;7645,560059;7662,640137;23183400
"838";14,33;14,56;14,265;14,35;3561100;30,69;31,225;30,69;31,185;420700;7704,350098;7723,200195;7608,040039;7637,509766;30206300
"839";14,43;14,48;14,33;14,41;3837300;31,4;32,315;31,4;31,655;475400;7664,160156;7822,120117;7660,200195;7810,629883;37203900
"840";14,4;14,42;13,535;14,195;7633500;31,685;31,685;30,215;31,045;632600;7799,310059;7885,450195;7786,75;7871,629883;29329700
"841";14,17;14,37;13,81;13,915;3981200;30,99;31,525;30,17;30,45;369100;7831,870117;7838,529785;7726,129883;7744,77002;30660100
"842";13,89;13,91;13,425;13,645;3623900;30,82;30,95;30,11;30,46;578400;7740,540039;7773,109863;7651,580078;7712,629883;28441400
"843";13,515;14,11;13,515;13,86;5090700;30,405;31,035;30,245;30,48;485500;7680,779785;7739,660156;7639,430176;7682,580078;31666500
"844";13,975;13,975;13,37;13,435;5301400;30,595;30,62;29,8;30,04;573200;7719,560059;7722,459961;7473,069824;7503,029785;42609100
"845";13,485;13,495;13,115;13,16;4531800;29,48;29,665;28,53;28,73;1057700;7519,669922;7556,549805;7436,779785;7473,72998;36436500
"846";13,28;13,47;13,2;13,31;4180400;29,35;29,86;29,07;29,235;664800;7490,109863;7531,089844;7418,359863;7459,959961;44887000
"847";13,55;13,825;13,255;13,395;4350200;29,5;29,505;28,73;29,02;328800;7516,060059;7538,220215;7437,52002;7478,109863;28068100
"848";13,4;13,665;13,11;13,64;3688900;28,865;29,655;28,61;29,25;390500;7477,029785;7664,220215;7442,359863;7658,209961;39356500
"849";13,67;14,215;13,645;14,035;3765700;29,52;30,32;29,415;30,115;410800;7656,759766;7767,359863;7656,220215;7759,029785;38930400
"850";14,11;14,355;13,98;14,25;3538300;30,2;30,725;29,63;30,57;464800;7766,609863;7838,310059;7741,97998;7832,859863;31032800
"851";14,295;14,315;13,7;13,765;4559800;30,655;30,685;29,59;30,075;343900;7835,589844;7840,470215;7767,609863;7814,759766;34180000
"852";13,79;13,99;13,665;13,86;2019000;30,145;30,5;29,59;29,875;336800;7834,02002;7873,5;7823,240234;7873,5;27734000
"853";13,985;14,13;13,58;13,735;4996800;30,015;30,19;29,55;29,72;386500;7928,419922;7965,899902;7893,080078;7913,709961;37228600
"854";13,735;13,735;13,735;13,735;0;29,72;29,72;29,72;29,72;0;7913,709961;7913,709961;7913,709961;7913,709961;0
"855";13,6;13,6;13,17;13,385;7457300;29,61;29,975;29,245;29,63;406300;7905,350098;8005,830078;7896,990234;7961,709961;42109000
"856";13,95;14,51;13,89;14,33;9428200;30;31,505;30;31,255;685600;7972,279785;8130,160156;7957,359863;8122,290039;43753800
"857";14,515;14,635;14,39;14,56;3643400;31,25;31,465;31,04;31,21;233300;8119,220215;8148,140137;8103,27002;8112,080078;21149300
"858";14,6;15,03;14,495;14,775;4097700;31,22;32,495;31,205;32,21;482400;8125,819824;8206,009766;8116,669922;8181,779785;31655400
"859";14,86;14,875;14,56;14,7;4867300;32,225;32,785;30,995;31,74;735100;8176,879883;8253,469727;8173,350098;8249,709961;33926400
"860";14,705;15,045;14,68;15,01;2306900;31,375;31,6;30,65;31,065;442300;8232,5;8274,179688;8224,519531;8262,549805;18046100
"861";15,22;15,435;15,025;15,05;4323800;32,15;33,395;32,045;32,315;857300;8278,450195;8358,230469;8252,370117;8278,589844;30872600
"862";15,1;15,21;14,79;14,865;2814500;32,4;32,675;31,825;32,35;478500;8281,950195;8294,55957;8217,150391;8279,290039;25451100
"863";14,855;15,3;14,7;15,105;4692400;32,32;32,475;31,925;32,045;384600;8304,5;8339,110352;8235,969727;8339,110352;32308500
"864";15,61;15,89;14,72;14,85;9259900;31,985;32,105;30,93;31,235;434800;8333,610352;8368,05957;8299,830078;8362,419922;35153400
"865";14,93;15,135;14,73;15,135;4560800;30,93;31,015;30,07;30,77;664200;8348,540039;8401,280273;8324,230469;8369,870117;31195500
"866";15;15,315;14,955;15,03;3874700;30,85;31,195;30,495;31,055;363200;8356,259766;8408,620117;8327,469727;8398;53166600
"867";15,11;15,165;14,92;15,025;1846100;31;31,49;30,545;31,305;287000;8434,969727;8456,240234;8401,740234;8455,830078;22031800
"868";14,995;15,345;14,985;15,245;2890200;31,35;31,955;31,2;31,785;354200;8446,780273;8476,179688;8397,540039;8472,200195;32320800
"869";15,32;15,76;15,185;15,64;3996500;31,945;32,3;31,445;32,05;524000;8467,55957;8557,860352;8434,830078;8530,889648;31644200
"870";15,2;15,3;14,91;15,185;4437600;31,2;31,68;30,76;31,49;490400;8410,05957;8412,25;8281,110352;8351,980469;39979100
"871";15,48;15,48;15,025;15,15;3676000;31,495;31,58;30,46;30,73;610000;8390,160156;8391,019531;8262,639648;8305,320312;34952000
"872";15,22;15,505;15,22;15,45;1423200;30,7;30,97;30,4;30,515;298900;8346,599609;8386,860352;8338,320312;8383,299805;13781500
"873";15,55;15,6;15,43;15,485;2275200;30,54;30,805;30,235;30,59;458000;8432,459961;8526,419922;8424,400391;8480,870117;30803000
"874";15,3;15,51;15,15;15,33;3021200;30,455;30,98;29,98;30,54;443500;8437,209961;8445,459961;8316,700195;8336,580078;30987100
"875";15,275;15,85;15,215;15,82;2732600;30,445;31,11;30,11;30,985;508800;8314,200195;8416,360352;8293,959961;8400,200195;26046700
"876";15,76;15,79;15,455;15,455;2786400;29,88;30,24;29,15;29,36;3368200;8385,379883;8401,629883;8297,030273;8348,839844;37851500
"877";15,35;15,59;15,245;15,41;2703200;29,01;29,33;28,72;28,89;523700;8291,490234;8395,55957;8214,780273;8285,799805;31815900
"878";15,51;15,65;15,28;15,35;1895800;29,24;29,24;28,585;28,76;317200;8358,679688;8384,360352;8274,94043;8295,959961;27207100
"879";15,42;15,97;15,375;15,4;5739000;28,39;28,87;27,875;27,925;528100;8229,230469;8293,280273;8182,080078;8196,179688;28726300
"880";15,445;15,62;15,29;15,29;2688200;27,95;28,3;27,655;27,685;348100;8188,819824;8235,089844;8098,810059;8098,810059;29484400
"881";15,405;15,59;15,08;15,545;3357800;27,855;28,03;27,29;27,95;347600;8124,879883;8279,030273;8034,549805;8254,679688;37496000
"882";15,44;15,58;15,305;15,46;1860600;27,95;27,96;27,445;27,53;319700;8246,040039;8355,790039;8245,94043;8307,69043;25041400
"883";15,355;15,355;14,82;15,07;4033000;27,4;27,45;26,79;27;535200;8256,19043;8260,860352;8141,02002;8222,459961;29636700
"884";15,05;15,175;14,76;14,83;2501800;26,895;27,075;26,33;26,5;537100;8204,910156;8246,080078;8122,720215;8143,27002;28974300
"885";14,5;14,58;14,01;14,475;5495300;26,185;26,75;25,585;26,545;637400;8023,370117;8110,379883;7968,129883;8095,390137;33424200
"886";14,625;15,1;14,6;14,915;3117000;26,95;27,18;26,665;27,025;426900;8157,879883;8188;8111,379883;8127,959961;25072500
"887";15,02;15,26;14,915;15,21;2915800;27,03;27,27;26,675;27,15;409000;8170,75;8265,490234;8167,669922;8215,730469;24649600
"888";15,105;15,295;15,075;15,255;2304600;27,005;27,01;26,545;26,81;461200;8196,44043;8241,599609;8176,189941;8229,509766;22648100
"889";15,315;15,385;14,925;14,93;5649500;26,905;27,07;26,42;26,5;411000;8254,570312;8285,900391;8160,5;8197,080078;25777600
"890";14,73;14,765;14,49;14,55;4698100;26,145;26,49;25,88;26,165;450700;8085,669922;8085,669922;7911,959961;7928,47998;46517600
"891";14,635;14,835;14,49;14,49;5773100;26,25;26,515;25,99;25,99;510000;7946,319824;7987,040039;7789,240234;7789,240234;78534500
"892";14,49;14,525;14,18;14,235;3779200;25,96;25,96;25,385;25,405;500300;7776,879883;7823,839844;7655,830078;7692,450195;41262600
"893";14,37;14,695;14,305;14,59;2720100;25,58;26,105;25,58;25,88;292600;7741,129883;7842,47998;7725,990234;7811,299805;34371300
"894";14,675;14,715;14,21;14,315;4100500;25,895;26,165;25,455;25,54;332300;7810,370117;7960,450195;7800,850098;7940,990234;37109200
"895";14,32;14,73;14,28;14,625;2749000;25,6;25,85;25,365;25,575;348100;7945,919922;8025,810059;7919,589844;7990,75;33190300
"896";14,75;15,225;14,75;15,095;5767900;25,73;25,975;25,16;25,305;290300;8015,529785;8037,680176;7906,140137;7959,220215;33805200
"897";15,2;15,485;15,025;15,31;3245200;25,48;25,485;25,12;25,34;240500;8000,02002;8023,149902;7890,279785;7983,919922;30610300
"898";15,335;15,45;14,945;14,96;2504100;25,425;25,65;25,165;25,285;189400;7988,919922;7988,959961;7873,970215;7910,77002;29054900
"899";14,85;14,85;14,42;14,615;2936400;25,11;25,205;24,625;25,16;454500;7841,180176;7841,870117;7730,370117;7829,319824;34236500
"900";14,775;15,025;14,5;14,955;2754700;25,3;26,04;24,985;25,92;457400;7877,910156;8015,080078;7863,759766;7994,310059;33496000
"901";14,985;15,095;14,425;14,55;5323100;26,09;26,09;24,995;25,09;378100;8010,439941;8031,709961;7805,359863;7806;35643800
"902";14,525;14,57;14,335;14,43;2898800;25,24;25,25;24,76;24,775;318200;7865,919922;8015,209961;7848,140137;7968,540039;31059500
"903";14,53;15,02;14,5;14,87;2727200;25,055;26,1;24,955;25,81;460300;8021,129883;8086,950195;8005,72998;8057,75;26183800
"904";14,86;14,94;14,65;14,89;1861800;25,8;25,95;25,47;25,825;299700;8056,509766;8081,209961;7990,649902;8066,47998;17189200
"905";15,17;15,35;15,045;15,285;3563500;26,29;26,895;26,29;26,75;465500;8163,560059;8176,700195;8130,47998;8158,799805;25814400
"906";15,26;15,485;15,23;15,435;2341700;26,945;26,945;26,335;26,45;230100;8192,910156;8244,129883;8178,200195;8212,769531;29697900
"907";15,45;15,585;15,13;15,36;2023000;26,46;26,655;26,2;26,595;196700;8237,919922;8271,379883;8211,419922;8234,80957;19098600
"908";15,58;15,99;15,55;15,775;5355500;26,675;26,925;26,565;26,815;133900;8251,509766;8252,25;8178,189941;8201,049805;19532600
"909";15,78;16,395;15,76;16,31;4417000;26,87;27,31;26,68;27,15;219200;8216,700195;8269,219727;8137,529785;8254,719727;22926400
"910";16,3;16,96;16,225;16,91;6017100;27,15;27,54;26,99;27,46;231500;8239,379883;8337,200195;8215,660156;8337,089844;27772700
"911";16,9;17,18;16,71;17,02;5442500;27,315;27,77;27,08;27,38;188800;8299,009766;8336,870117;8284,360352;8331,570312;42053500
"912";17,15;17,275;16,91;16,95;2723600;27,48;28,155;27,235;27,905;350800;8343,280273;8374,469727;8310,290039;8331,05957;21149800
"913";16,955;17,21;16,93;17,07;2697400;28,31;28,43;28,11;28,29;420100;8358,620117;8365,980469;8306,599609;8314,230469;21465300
"914";16,99;17,405;16,98;17,265;3645200;28,32;28,9;28,265;28,51;275900;8325,05957;8415,330078;8318,480469;8379,110352;30167600
"915";17,21;17,44;17,06;17,355;3037400;28,36;28,36;27,78;28,23;258600;8349,519531;8356,879883;8265,139648;8298,980469;34637600
"916";16,275;16,975;16,1;16,845;5253900;28,225;28,505;27,945;28,035;186900;8341,780273;8362,040039;8217,259766;8244,910156;26730100
"917";16,84;17,18;16,84;17,065;2155500;28,035;28,495;27,805;28,32;203500;8307,120117;8324,150391;8245,530273;8259,030273;67355500
"918";17,14;17,19;17;17,06;1903300;28,29;28,375;28,02;28,175;191200;8302,139648;8333,950195;8256,400391;8271,019531;135632200
"919";16,05;16,53;15,75;16,35;6073200;28,135;28,36;27,805;28,015;175400;8235,219727;8295,55957;8213,360352;8275,969727;113064500
"920";16,385;16,945;16,36;16,785;4184200;27,865;28,51;27,865;28,51;310000;8320,379883;8411,299805;8316,889648;8410,730469;97990400
"921";16,91;17,165;16,655;17,02;2615000;28,565;28,565;27,965;28,275;188900;8428,580078;8431,669922;8376,280273;8406,94043;73393700
"922";17,04;17,13;16,835;16,935;2114100;28,25;28,81;28,06;28,79;176000;8416,110352;8435,320312;8367,339844;8398,379883;62901100
"923";16,72;16,87;16,485;16,605;3203000;25,75;27,015;25,185;25,27;1521900;8387,929688;8435,490234;8267,980469;8299,730469;37330200
"924";16,5;16,58;16,225;16,345;2899800;25,1;25,225;24,535;25,205;487400;8265,330078;8281,519531;8228,110352;8260,480469;25323000
"925";16,37;16,755;16,35;16,705;1974000;25,24;26,505;25,22;26,43;435800;8256,400391;8341,44043;8252,459961;8318,320312;31088700
"926";16,765;17,12;16,755;16,98;2659300;26,62;28,375;26,5;28,26;685900;8332,530273;8374,589844;8286,410156;8338,30957;0
"927";16,7;17,17;16,55;17,105;3862400;28,32;28,755;27,885;28,655;332200;8341,959961;8371,160156;8238,860352;8359,25;0
"928";17;17,02;16,76;16,84;5019200;28,665;29,255;28,665;29,1;375300;8395,820312;8444,519531;8383,230469;8415,759766;0
"929";16,87;16,99;15,935;16,625;7285700;28,955;30,175;28,885;30,035;413900;8424,879883;8457,049805;8400,75;8438,120117;0
"930";16,25;16,505;16,125;16,465;3196500;30,155;30,155;28,65;29,045;389700;8418,94043;8422,030273;8307,980469;8376,290039;21789500
"931";16,405;16,695;16,325;16,665;3209600;28,995;29,98;28,995;29,93;403000;8348,419922;8402,299805;8330,330078;8391,94043;0
"932";16,5;16,635;16,025;16,145;3873300;29,93;30,135;29,2;29,455;376200;8395,019531;8395,410156;8329;8366,290039;0
"933";16;16;15,65;15,88;3302600;28,27;28,9;27,92;28,335;494200;8294,870117;8319,820312;8246,19043;8300,030273;0
"934";15,81;15,9;15,61;15,635;2130100;28,335;28,495;27,87;28,385;170700;8301,05957;8310,679688;8268,419922;8285,410156;0
"935";15,595;16,33;15,575;16,205;3556300;28,295;29,65;28,295;29,47;299500;8289,299805;8425,259766;8283,769531;8397,889648;0
"936";16,21;16,435;16,165;16,3;2051600;29,365;30,04;29,365;29,9;298500;8398,280273;8438,44043;8360,230469;8416,990234;0
"937";16,3;16,375;16,175;16,33;958500;29,55;29,77;29,35;29,63;126000;8424,070312;8437,75;8386,049805;8435,150391;42823800
"938";16;16;15,735;15,82;3236400;29,435;29,515;28,885;29,07;255600;8378,929688;8423,780273;8242,55957;8242,55957;106541800
"939";15,71;15,985;15,63;15,88;3328400;28,77;29,17;28,445;29,145;199900;8202,860352;8219,259766;8094,220215;8157,899902;97795400
"940";15,98;16,125;15,905;16,01;2488500;29,2;29,325;28,835;29,11;158500;8189,02002;8199,290039;8129,990234;8194,549805;69818500
"941";15,92;16,005;15,815;15,905;2491900;29,165;29,205;28,685;28,75;175200;8197,719727;8201,490234;8101,950195;8103,149902;86451200
"942";16,08;16,33;16,06;16,265;1556300;29,085;29,44;29,005;29,295;173100;8224,339844;8268,730469;8211,030273;8243,870117;0
"943";16,04;16,16;15,84;15,985;3712400;29,4;29,895;29,33;29,65;194300;8259,370117;8264,719727;8142,859863;8180,709961;88279900
"944";15,98;16,06;15,6;15,75;3310500;29,61;30,15;29,555;29,96;259300;8201,55957;8206,870117;8095,910156;8195,919922;84770200
"945";15,785;15,855;15,405;15,855;4062900;29,995;30,515;29,915;30,38;252300;8205,55957;8257,730469;8165,359863;8234,980469;96648700
"946";15,805;15,985;15,645;15,865;2521800;30,15;31,31;30,125;31,02;289900;8222,209961;8295,80957;8174,319824;8275,669922;124854400
"947";15,8;15,985;15,725;15,815;2127200;30,85;31,415;30,845;31,275;215300;8275,009766;8310,370117;8246,769531;8276,320312;76364800
"948";15,955;16,455;15,955;16,39;2832800;31,515;32,62;31,515;32,35;471100;8357,69043;8464,25;8350,419922;8446,540039;125305100
"949";16,39;16,49;16,275;16,38;2142600;32,315;32,86;32,315;32,595;227300;8453,320312;8502,790039;8446,69043;8495,730469;106146000
"950";16,34;16,5;16,185;16,425;1763400;32,565;32,72;31,455;31,955;275600;8509,490234;8516,980469;8466,610352;8494;102393900
"951";16,38;16,98;16,225;16,865;3394900;31,785;31,785;30,735;31,42;316600;8461,30957;8518,179688;8456,839844;8509,419922;76220300
"952";16,795;16,97;16,605;16,765;2415400;31,92;32,18;31,65;31,69;237300;8599,650391;8626,110352;8578,009766;8613;87859100
"953";16,765;17,235;16,665;16,89;3324900;31,9;31,95;31,345;31,635;263900;8595,55957;8613,889648;8585,040039;8596,950195;81358600
"954";16,975;17,555;16,925;17,205;4977400;31,55;31,99;31,37;31,79;175000;8617,450195;8645,900391;8594,650391;8636,05957;75769400
"955";17,5;17,58;17,16;17,415;3644300;32,4;32,87;32,085;32,18;302100;8735,110352;8770,099609;8665,75;8694,179688;120861700
"956";17,43;17,525;17,31;17,49;5374300;32;32,05;31,23;31,23;595600;8693,320312;8713,780273;8666,490234;8675,730469;249585100
"957";17,53;17,57;16,955;17,165;5198700;31,21;31,575;30,945;31,37;167800;8682,94043;8699,469727;8605,589844;8635,290039;89113400
"958";17,145;17,57;16,95;17,5;3472600;31,31;31,765;31,15;31,56;110900;8645,240234;8672,080078;8633,209961;8664,599609;79114700
"959";18,05;18,495;17,98;18,155;6773800;31,34;31,7;30,925;31,23;179400;8655,040039;8681,990234;8609,950195;8665,629883;108140300
"960";18,16;18,29;17,82;17,91;2569600;31,065;31,575;30,865;31,385;209300;8678,820312;8688,490234;8628,610352;8664,099609;88920700
"961";17,78;17,98;17,545;17,59;2513700;31,365;31,595;30,64;30,9;168600;8672,820312;8691,480469;8611,450195;8661,509766;68197300
"962";17,45;17,705;17,29;17,68;2536700;30,5;30,715;29,81;30,715;262200;8562,849609;8606,709961;8546,719727;8594,400391;78813900
"963";17,845;18,075;17,765;18,005;2892700;30,63;30,905;30,11;30,385;222800;8618,589844;8691,849609;8612,230469;8689,139648;83404500
"964";17,915;18,1;17,8;18,095;2223900;30,24;31,01;30,19;30,91;180100;8650,709961;8672,259766;8581,019531;8629,419922;76858500
