"";"Open.thyssenkruppStock";"High.thyssenkruppStock";"Low.thyssenkruppStock";"Close.thyssenkruppStock";"Volume.thyssenkruppStock";"Open.SalzgitterStock";"High.SalzgitterStock";"Low.SalzgitterStock";"Close.SalzgitterStock";"Volume.SalzgitterStock";"Open.DAXIndex";"High.DAXIndex";"Low.DAXIndex";"Close.DAXIndex";"Volume.DAXIndex"
"587";17,44;18,05;17,365;17,995;2694400;39,345;40,7;38,89;40,575;392900;6625,709961;6801,149902;6616,950195;6801;35953400
"588";18,04;18,885;17,95;18,525;5435100;40,3;40,75;39,665;39,82;327100;6780,490234;6812,839844;6718,100098;6732,029785;28212000
"589";18,55;18,735;18,265;18,345;3902300;40,2;40,35;39,025;39,41;433400;6775,459961;6807,120117;6665,310059;6671,220215;44420700
"590";18,4;18,52;18,18;18,31;3630800;39,15;39,88;38,915;39,595;274800;6689,709961;6760,259766;6651,799805;6750,120117;39428900
"591";18,13;18,13;17,41;17,46;4434300;39,01;39,125;37,165;37,54;451100;6666,790039;6668,120117;6499,069824;6523;37566700
"592";17,6;17,6;16,965;17,315;4905700;37,785;38,02;36,95;37,655;316400;6566,109863;6604,540039;6508,100098;6590,410156;30721800
"593";17,415;17,915;17,375;17,795;2659300;37,875;39,325;37,675;39,12;367900;6622,959961;6733,339844;6622,899902;6704,5;33488700
"594";17,775;17,885;17,23;17,64;2377300;39,255;39,51;38,42;39,055;205700;6702,609863;6750,649902;6642,040039;6739,899902;43854200
"595";17,5;18,175;17,33;17,89;3350600;38,62;40,3;38,345;40,02;239700;6662,310059;6825,410156;6652,509766;6801,319824;39072300
"596";17,95;18,2;17,88;17,9;2423300;40,245;40,5;39,23;39,44;275100;6844,100098;6846,660156;6759,899902;6761,189941;2,7e+07
"597";18,145;18,32;17,42;17,46;3136400;40,1;40,33;38,655;38,965;263900;6861,299805;6875,870117;6664,569824;6710,77002;33923200
"598";17,55;17,695;17,205;17,375;2474400;38,86;39,595;38,5;38,82;227000;6749,27002;6791,75;6648,5;6694,439941;39192000
"599";17,295;17,345;16,77;16,895;3274600;38,47;38,56;36,955;37,225;415400;6682,959961;6684,890137;6546;6561,470215;33324300
"600";16,5;16,94;16,405;16,9;2191600;36,45;37,67;36,215;37,5;207600;6515,939941;6578,950195;6410,029785;6569,47998;26200000
"601";16,79;16,93;16,31;16,45;3315300;37,01;37,74;36,405;36,71;291200;6548,740234;6576,720215;6415,029785;6444,740234;28639600
"602";16,53;16,625;16,015;16,375;3487400;36,98;36,98;35,535;36,465;468100;6483,27002;6506,209961;6375,790039;6475,310059;37212700
"603";16,555;16,74;16,12;16,615;2946000;36,99;37,39;36,385;37,305;405600;6531,149902;6549,77002;6440,22998;6518;37107900
"604";16,595;16,595;16,26;16,39;3702000;37,11;37,11;35,98;36,58;364000;6465,189941;6589,009766;6454,209961;6579,930176;27864600
"605";16,235;16,24;15,66;15,765;3994500;36,295;36,295;35,35;35,5;320900;6499,790039;6520,859863;6404,279785;6451,970215;26865700
"606";15,28;16,41;14,78;16,01;13108900;36;36,09;35,03;35,31;418300;6501,930176;6509,649902;6353,259766;6401,060059;31070400
"607";15,61;15,815;15,155;15,58;10647200;35,05;36,22;34,33;35,72;484400;6344,919922;6442,970215;6297,379883;6384,259766;33500000
"608";15,61;15,63;14,82;14,83;6060000;35,65;35,655;34,55;35,24;251200;6401,149902;6413,049805;6291,100098;6308,959961;21026400
"609";14,74;15,26;14,71;14,89;5517800;34,63;36,12;34,45;35,77;336800;6254,819824;6335,549805;6229,299805;6271,220215;37614400
"610";15,17;15,405;14,98;15,27;3204000;35,605;36,665;35,6;36,2;251400;6269,310059;6364,399902;6244,02002;6331,040039;23792700
"611";15,4;15,475;15,05;15,41;5133000;36,7;37,165;36,385;36,905;241600;6381,830078;6446;6351,02002;6435,600098;29013100
"612";15,165;15,165;14,56;14,64;4938400;36,4;36,4;35,245;35,425;362800;6352,430176;6373,790039;6258,850098;6285,75;32300000
"613";14,83;14,84;14,375;14,53;3378000;36,24;36,365;35,295;36,065;335000;6338,120117;6351,100098;6244,47998;6315,890137;29406800
"614";14,585;14,715;14,015;14,13;5059600;35,52;36,18;34,745;34,965;340500;6334,149902;6406,959961;6279,549805;6339,939941;26596800
"615";14,3;14,495;14,15;14,155;1909100;35,495;35,96;35,25;35,295;145900;6425,100098;6426,27002;6311,330078;6323,189941;0
"616";14,32;14,56;14,18;14,36;2856400;35,89;36,65;35,345;36,165;266800;6396,649902;6441,259766;6334,75;6396,839844;23019100
"617";14,255;14,265;13,825;13,88;6637700;36;36,24;35,005;35,245;334200;6360,790039;6392,209961;6258,890137;6280,799805;29677900
"618";14,02;14,05;13,175;13,345;5531700;35,245;35,84;34,205;34,53;471800;6297,680176;6322,689941;6208,089844;6264,379883;33014600
"619";13,37;13,38;12,635;12,825;7708300;34,675;34,76;33,4;34,21;285400;6259,759766;6259,759766;6008,470215;6050,290039;42856100
"620";12,7;12,865;12,655;12,67;3399100;33,665;34,485;33,65;34,06;173300;5976,459961;6030,810059;5942,379883;5978,22998;23699300
"621";12,75;12,775;12,465;12,63;2853100;34,445;34,62;33,955;34,445;157400;5999,859863;6011,560059;5914,430176;5969,399902;22355900
"622";12,82;13,14;12,77;13;5283100;34,6;35,71;34,6;35,685;308600;6028,359863;6102,419922;5996,410156;6093,990234;32200300
"623";13,045;13,085;12,465;12,515;6843400;35,655;36,95;35,47;36,285;385500;6117,759766;6230,220215;6099,080078;6144,220215;28859800
"624";12,375;12,375;11,92;12,035;7734700;35,83;35,975;35,185;35,575;205300;6082,629883;6144,759766;6053,950195;6130,819824;22742300
"625";12,355;12,395;11,655;11,695;5782200;36,42;36,55;34,925;35,03;305200;6255,649902;6287,540039;6130,279785;6141,049805;29749700
"626";11,55;11,74;11,465;11,64;4552600;34,84;34,915;34,111;34,63;314100;6141,919922;6211,140137;6083,810059;6161,240234;28227200
"627";11,7;11,84;11,54;11,735;5205600;34,52;35,03;33,73;34,04;328500;6183,799805;6221,359863;6093,609863;6152,490234;28021500
"628";11,715;11,8;11,445;11,58;3736000;34,03;34,195;33,46;34,05;253200;6146,919922;6167,490234;6078,220215;6138,609863;29461700
"629";11,63;12,075;11,63;11,98;7734600;34,095;35,27;34,095;35,27;567700;6164,560059;6251,589844;6158,779785;6229,410156;70434200
"630";12,37;12,45;12,055;12,2;4432500;35,9;36,285;34,995;35,435;237600;6304,77002;6316,140137;6221,870117;6248,200195;28946700
"631";12,27;12,45;12,1;12,4;4638700;35,35;36,75;35,345;36,625;176500;6254,77002;6375,27002;6233,25;6363,359863;25250900
"632";12,46;12,835;12,405;12,835;5127100;36,51;37,4;36,455;37,04;290700;6364,060059;6402,209961;6333,970215;6392,129883;22461300
"633";12,835;13,22;12,53;12,945;6774000;36,9;37,605;35,895;36,46;326000;6357,25;6427,490234;6331,790039;6343,129883;30737700
"634";12,83;12,84;12,635;12,685;4054400;36,28;36,28;35,37;35,49;347200;6273,100098;6318,060059;6256,339844;6263,25;25903100
"635";12,58;12,58;12,06;12,2;5681200;35,66;35,66;34,3;34,5;198600;6229,430176;6229,430176;6118,720215;6132,390137;25886800
"636";12,25;12,25;11,965;12,025;3222200;34,82;34,82;34;34,175;174000;6157,839844;6165,279785;6109,930176;6136,689941;25550800
"637";11,995;12,14;11,69;12,12;5073200;32,85;33,44;31,515;32,495;783700;6155,910156;6230,509766;6131,299805;6228,990234;25213500
"638";12,17;12,285;11,75;12,22;5348100;32,495;32,75;30,905;31,37;481400;6232,120117;6240,089844;6096,939941;6149,910156;29941300
"639";12,52;12,85;12,36;12,835;5593500;32,15;32,48;31,715;32,375;350100;6296,740234;6416,279785;6261,740234;6416,279785;39749700
"640";12,735;13,25;12,66;13,195;5082200;32,055;32,795;31,8;32,28;287800;6405,390137;6520,399902;6390,549805;6496,080078;29097100
"641";13,28;13,78;13,26;13,755;6123800;32,17;33,475;32,17;33,125;499000;6508,330078;6578,209961;6505,390137;6578,209961;28768600
"642";13,75;13,77;13,545;13,695;3122200;33,125;33,32;32,81;33,085;190700;6564,299805;6573,859863;6525,509766;6564,799805;20045900
"643";13,69;13,975;13,295;13,425;5698400;33,12;33,3;31,905;32,225;244400;6561,77002;6641,859863;6475,919922;6535,560059;36858200
"644";13,2;13,36;13,05;13,125;4944400;31,885;32,3;31,105;31,125;245300;6508,220215;6533,790039;6407,839844;6410,109863;27674400
"645";13,13;13,54;13,015;13,415;5273200;31,205;31,245;29,81;29,83;414700;6408,640137;6420,779785;6375,689941;6387,569824;23483900
"646";13,55;14,235;13,465;13,945;7452500;29,915;30,955;29,6;30,505;409700;6397,459961;6491,399902;6349,620117;6438,330078;27864900
"647";13,89;14,37;13,825;14,3;5310000;30,25;30,64;30,07;30,2;289100;6413,169922;6496,529785;6399,399902;6453,850098;23031900
"648";14,185;14,43;14,01;14,185;3934500;30,165;30,59;29,49;29,79;255700;6410,939941;6448,220215;6366,77002;6419,350098;33641700
"649";14,3;14,57;14,145;14,51;3533300;30,03;30,195;29,685;30,165;285900;6446,220215;6557,100098;6436,089844;6557,100098;28655600
"650";14,53;14,705;14,38;14,565;3139900;30,115;30,49;29,9;30,22;200300;6550,950195;6577,060059;6511,180176;6565,720215;20388100
"651";14,63;14,79;14,55;14,685;3717100;30,43;30,525;29,07;29,46;319300;6583,77002;6610,810059;6542,890137;6577,640137;22448800
"652";14,8;15,05;14,66;15,04;6956800;29,295;29,805;29,155;29,69;188400;6601,709961;6690,660156;6578,859863;6684,419922;24546900
"653";15,1;15,22;14,895;15,11;7642300;29,795;30,27;29,64;30,125;304700;6706,990234;6773,5;6698,870117;6758,390137;33451400
"654";15,13;15,13;14,68;14,69;8007300;29,92;30,27;29,215;29,41;253300;6741,899902;6775,740234;6620,720215;6630,02002;44337500
"655";14,44;14,535;13,96;14,155;5309100;29,12;29,12;27,47;28,145;398300;6561,870117;6572,109863;6371,149902;6419,330078;33956800
"656";14,125;14,125;13,815;13,915;4057500;28,125;28,325;27,61;27,775;141000;6420,819824;6456;6378;6390,410156;26391400
"657";13,86;14,105;13,775;13,84;3036400;27,675;28,085;27,47;27,585;228500;6387,839844;6475,330078;6375,149902;6406,52002;26023500
"658";13,895;14,19;13,51;14,16;4139200;27,665;28,6;27,025;28,475;370500;6393,200195;6595,580078;6324,529785;6582,959961;44942200
"659";14,24;14,835;14,1;14,79;5987100;28,66;29,345;28,03;29,295;264000;6605,419922;6690,430176;6513,970215;6689,399902;29769600
"660";14,89;15,135;14,765;15,03;3111500;29,35;30,11;29,26;29,765;198700;6729,189941;6796,609863;6703,259766;6774,060059;28093500
"661";15;15,125;14,805;14,97;3001600;29,74;29,86;29,28;29,66;213500;6780,620117;6835,189941;6756,180176;6772,259766;29189800
"662";14,935;15,2;14,89;15,05;2749800;29,66;29,81;28,915;29,115;145000;6775,990234;6800,100098;6735,890137;6754,459961;23663400
"663";15,005;15,195;14,38;14,465;6014700;29,12;29,2;27,47;27,565;252500;6756,160156;6855,709961;6596,209961;6606,089844;44863600
"664";14,505;15,085;14,5;15;4033500;27,985;28,59;27,51;28,56;247000;6626,299805;6876,740234;6621,359863;6865,660156;38691500
"665";14,995;15,53;14,91;15,43;4022800;28,73;30,75;28,62;30,57;448700;6845,879883;6943,319824;6845,879883;6918,720215;26947400
"666";15,42;15,925;15,37;15,84;5086400;30,5;31,63;30,445;31,52;302700;6909,279785;6979,629883;6902,859863;6967,950195;30006900
"667";15,8;15,84;15,42;15,64;4907200;31,42;31,62;30,765;31,235;258600;6944,890137;6966,149902;6907,290039;6966,149902;23986600
"668";15,67;15,76;15,44;15,65;3432200;31,5;31,52;30,78;31,2;152100;6979,410156;6989,149902;6891,490234;6964,990234;27897800
"669";15,99;16,8;15,935;16,45;13119800;31,095;31,935;30,835;31,6;248400;6927,709961;6955,379883;6891,899902;6944,560059;21472200
"670";16,32;16,47;16,115;16,235;4668200;31,88;31,9;30,845;31,355;233600;6935,509766;6976,310059;6882,029785;6909,680176;19034100
"671";16,3;16,335;15,89;16,14;4116800;31,56;32,12;31,265;31,53;260300;6965,040039;6995,029785;6939,5;6974,390137;18671000
"672";16,065;16,14;15,71;15,765;4426200;31,4;31,4;30,23;30,255;329300;6953,009766;6972,640137;6910,390137;6946,799805;16927300
"673";15,82;16,175;15,77;16,07;3812900;30,42;30,78;29,905;30,575;358500;6958,390137;7001,399902;6929,430176;6996,290039;24262600
"674";16,14;16,405;16,09;16,405;3969400;30,71;32,385;30,64;32,21;380500;7011,370117;7041,109863;7000,850098;7040,879883;31597300
"675";16,45;16,465;16,07;16,225;2050200;32,075;32,35;31,66;31,865;224400;7037,02002;7086,220215;7008,970215;7033,680176;21036200
"676";16,27;16,74;16,26;16,61;3509600;31,86;32,925;31,845;32,855;324600;7048,790039;7105,430176;7041,72998;7089,319824;20980100
"677";16,54;16,78;16,325;16,495;3170000;32,54;32,54;31,595;31,89;203800;7048,299805;7051,77002;7005,259766;7017,75;22101100
"678";16,71;16,8;16,39;16,465;3446300;32,2;32,5;31,45;31,465;246400;7065,990234;7080,740234;6923,069824;6949,569824;27346700
"679";16,38;16,445;16,085;16,215;3491200;31,33;31,33;30,26;30,62;299600;6957,600098;6990,069824;6885,97998;6971,069824;21145300
"680";16,315;16,63;16,27;16,49;2166200;30,62;31,39;30,53;31,26;135800;6960,02002;7049,47998;6946,080078;7047,450195;14170000
"681";16,38;16,65;16,32;16,46;3543800;31,2;31,2;30,605;30,71;160900;7004,049805;7031,160156;6976,009766;7002,680176;17055700
"682";16,45;16,485;16,1;16,175;2587600;30,71;30,71;29,955;30,16;211900;7003,02002;7029,799805;6945,709961;7010,569824;16399700
"683";16,02;16,135;15,605;15,745;3855000;30,12;30,12;29,01;29,28;216700;6962,290039;6978,5;6871;6895,490234;27541100
"684";15,715;16,105;15,71;15,84;3091000;29,225;29,755;29,05;29,26;252300;6897,72998;7011,450195;6889,790039;6970,790039;27766800
"685";15,84;16,095;15,755;15,95;1510900;29,315;29,82;28,85;29,075;165300;6946,609863;7016,310059;6944,25;7014,830078;19610000
"686";15,95;16,015;15,45;15,535;2565800;29,18;29,325;28,73;28,795;158500;7012,990234;7015,709961;6920;6932,580078;21725300
"687";15,495;15,65;15,19;15,405;3214500;28,585;28,61;27,9;28,225;429000;6941,660156;7003,529785;6892,859863;6964,689941;25428300
"688";15,45;16,17;15,445;16,11;4822000;28,29;30,47;28,27;30,23;539100;6984,310059;7172,319824;6977,859863;7167,330078;41747200
"689";16,22;16,805;16,18;16,68;5272100;30,5;32;30,405;31,65;475400;7183,919922;7248,509766;7182,600098;7214,5;41982900
"690";16,59;16,955;16,575;16,825;2710600;31,185;31,965;31,04;31,7;250900;7207,959961;7233,919922;7203,649902;7213,700195;26317500
"691";16,78;17,12;16,485;17,08;3033100;31,455;32,15;30,505;32,05;317600;7197,200195;7313,47998;7186,629883;7310,109863;29404200
"692";17,1;17,61;17,02;17,395;4969100;32,4;33,93;32,2;33,755;689500;7331,580078;7410,359863;7307,47998;7343,529785;39922100
"693";17,35;17,46;17,135;17,37;2580200;33,755;33,77;32,675;33,215;322700;7341,779785;7353,220215;7280,22998;7310,319824;28565400
"694";17,855;18,57;17,815;18,485;8527400;33,97;35,155;33,85;34,94;653800;7397,97998;7446,470215;7388,790039;7412,129883;43834700
"695";17,85;18,035;17,5;17,65;6411800;34,31;34,445;33,19;33,29;458500;7390,290039;7414,220215;7382,470215;7403,689941;27963100
"696";17,485;17,52;16,985;17,265;5283500;33;33;32,35;32,625;344300;7350,089844;7375;7304,25;7347,689941;33100400
"697";17,4;17,49;17,15;17,455;2871200;32,795;32,915;32,055;32,68;339700;7387,180176;7396,120117;7326,240234;7390,759766;28954700
"698";17,245;17,27;17,025;17,17;3853500;32;32,55;31,96;32,295;255400;7322,620117;7390,459961;7313,140137;7389,490234;37224000
"699";17,245;17,355;17,07;17,12;4611100;32,4;32,995;32,345;32,435;487300;7409,339844;7478,529785;7391,060059;7451,620117;77212600
"700";17,01;17,03;16,47;16,785;3647500;32,38;32,38;31,365;31,895;311400;7419,649902;7440,490234;7388,200195;7413,160156;24075200
"701";16,8;16,965;16,61;16,845;2905400;31,9;32,12;31,355;31,59;204400;7406,220215;7438,890137;7369,390137;7425,109863;29641900
"702";16,6;16,685;16,195;16,41;3582000;31,215;31,235;30,37;30,615;328500;7362,97998;7362,97998;7255,77002;7276,509766;37243300
"703";16,575;16,635;16,265;16,41;3083300;30,575;30,99;30,34;30,645;230000;7313,149902;7324,970215;7268,689941;7290,02002;30703000
"704";16,55;17,055;16,525;16,54;4918300;30,95;31,01;29,89;30,065;364300;7330,609863;7337,169922;7215,950195;7216,149902;32355400
"705";16,625;16,805;16,525;16,73;2737500;30,085;31,295;30,075;31,15;255300;7227,810059;7339,200195;7225,290039;7326,72998;29599600
"706";16,59;17,17;16,485;16,91;3193600;30,945;31,755;30,67;30,94;274000;7278,129883;7373,149902;7266,109863;7305,859863;26663800
"707";16,86;17,125;16,735;16,99;1855600;30,85;31,175;30,555;30,72;155300;7283,259766;7339,330078;7272,060059;7322,080078;22180200
"708";17,18;17,625;17,065;17,38;5958500;30,985;31,01;30,115;30,6;317900;7368,209961;7374,859863;7283,47998;7305,209961;31167700
"709";17,5;17,815;17,365;17,725;3011000;30,77;32,23;30,635;31,995;298900;7327,700195;7409,779785;7312,790039;7397,870117;27771400
"710";17,58;17,61;17,22;17,3;4978400;31,82;31,82;30,815;31,39;316800;7340,390137;7341,279785;7286,240234;7291,209961;23003300
"711";17,4;17,455;17,12;17,135;2971800;31,5;31,52;30,815;30,99;224500;7306,330078;7308,129883;7221,5;7234,529785;23253800
"712";17,005;17,29;17,005;17,035;1884600;30,85;31,395;30,66;30,765;189100;7219,459961;7245,169922;7201,089844;7205,22998;21796000
"713";17,01;17,61;16,995;17,52;4382700;30,765;31,7;30,655;31,42;336800;7192,75;7305,459961;7182,310059;7281,700195;31008300
"714";17,515;17,915;17,45;17,755;2836200;31,285;31,825;31,17;31,21;185000;7260,569824;7291,240234;7232,419922;7232,490234;24092200
"715";17,83;17,92;17,65;17,7;4060100;31,1;31,5;30,49;30,695;283100;7237,399902;7302,22998;7237,399902;7261,25;21725400
"716";17,85;18,295;17,71;18,225;3556500;30,875;32,045;30,845;32,045;363700;7309,080078;7387,779785;7293,899902;7376,27002;30760400
"717";18,235;18,785;18,15;18,68;4740400;32,1;33,83;31,965;33,815;491600;7381,080078;7399,990234;7367,589844;7394,549805;27933900
"718";18,8;18,96;18,75;18,87;4227300;33,85;34,275;33,41;33,805;369900;7401,410156;7447,810059;7389,009766;7437,22998;31162900
"719";18,78;18,85;18,47;18,51;3889100;33,72;34,145;33,315;33,51;236300;7413,689941;7430,120117;7363,5;7380,640137;42441300
"720";18,48;18,79;18,285;18,545;2319200;34,39;35,37;33,91;34,375;504200;7372,359863;7390,100098;7313,240234;7328,049805;20738400
"721";18,515;18,55;17,895;17,925;3820300;34,95;35,205;33,945;34,12;431000;7339,160156;7343,600098;7153,799805;7173,689941;30924400
"722";18,01;18,105;17,45;17,86;3558000;34,61;34,985;33,51;34,775;295000;7202,029785;7216,129883;7120,680176;7192,850098;31284600
"723";17,9;18,09;17,65;17,67;2507300;34,9;35,15;33,805;33,805;296500;7203,120117;7256,220215;7181,450195;7200,22998;29816100
"724";17,545;18,08;17,48;17,855;1982100;33,525;33,925;32,89;33,5;461800;7161,72998;7257,370117;7147,509766;7231,850098;22170100
"725";17,5;17,5;17,07;17,19;4097100;33,41;33,69;32,665;33,375;226100;7205,049805;7225,319824;7171,959961;7203,160156;16961200
"726";17,2;17,52;17,18;17,495;3084600;33,53;34,105;33,53;33,97;153100;7239,689941;7292,830078;7239,040039;7284,399902;21851700
"727";17,45;17,97;17,395;17,555;3557400;34,185;34,32;33,315;33,385;342500;7305,069824;7347,509766;7260,629883;7260,629883;31907000
"728";17,5;17,895;17,425;17,74;2304000;33,265;33,975;33,15;33,86;218300;7255,299805;7356,180176;7255,109863;7335,669922;22800300
"729";17,72;18,09;17,675;17,89;2965300;33,9;35,595;33,53;35,225;584000;7336,52002;7391,040039;7314,680176;7363,850098;29093800
"730";17,81;18,03;17,76;17,88;1685800;35,295;35,33;33,63;33,95;470000;7320,97998;7337,470215;7304,450195;7326,470215;20871500
"731";17,89;18,415;17,85;18,265;3071100;33,415;36,1;33,415;36;938500;7336,459961;7388,97998;7319,72998;7377,759766;27366100
"732";18,47;18,52;17,735;17,81;3586800;36,13;36,225;34,665;34,79;409200;7425,080078;7434,959961;7226,600098;7232,830078;37358100
"733";17,85;17,89;17,485;17,555;3233700;34,95;34,95;33,84;34,17;318200;7260,350098;7287;7184,180176;7204,959961;36289300
"734";17,645;17,65;17,12;17,41;3052400;34,2;34,78;33,85;34,73;215400;7220,689941;7222,870117;7064,339844;7163,5;33110000
"735";17,41;17,51;17,19;17,24;2474800;34,685;34,99;34,53;34,59;190200;7164,680176;7196;7138,169922;7168,759766;18583100
"736";17,18;17,265;16,85;17,18;2842600;34,13;34,295;32,8;33,855;283300;7131,600098;7185,290039;7074,870117;7169,120117;36748900
"737";17,15;17,33;16,77;16,89;2427500;33,73;33,73;32,255;32,64;253000;7156,339844;7182,810059;7084,629883;7101,919922;28534400
"738";16,75;16,945;16,445;16,51;4453200;32,38;32,66;32,145;32,515;216300;7064,990234;7079,220215;7021,620117;7043,419922;29423900
"739";16,49;16,61;15,96;15,96;4822600;32,395;32,54;30,78;30,85;476400;7045,629883;7059,830078;6950,529785;6950,529785;36190100
"740";16,06;16,485;16,035;16,41;3408100;31,15;31,735;31,055;31,59;355100;7020,22998;7130,870117;7007,209961;7123,839844;27076400
"741";16,34;16,655;16,27;16,575;2283700;31,52;31,975;31,215;31,88;225100;7098,129883;7186,609863;7092,22998;7172,990234;23026400
"742";16,49;16,525;16,175;16,385;2464600;31,645;31,99;31,45;31,92;159100;7148,910156;7194,790039;7139,990234;7184,709961;24820900
"743";16,38;16,7;16,325;16,46;2833100;32,1;33,56;32,1;33,285;352900;7210,459961;7253,02002;7205,200195;7244,990234;23979300
"744";16,46;16,9;16,335;16,79;2363900;33,355;33,83;32,745;33,56;274900;7258,330078;7311,549805;7219,549805;7309,129883;20806300
