,date,year,month,weekday,day,ARTICLE,AMOUNT,WOCHENMARKT,BOCHUM_TOTAL,WAHLEN,WEIHNACHTSMARKT,ZELTFESTIVAL,KEMNADE_IN_FLAMMER,HEIMSPIEL_VFL_BOCHUM,holiday,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,tdiff
3555,1/2/2020,2020,1,3,2,Käsebrötchen,35,1,0,0,0,0,0,0,0,1.8,-1.3,5.5,0,0,188,13.3,33.8,1026.9,6,0.2
3557,1/3/2020,2020,1,4,3,Käsebrötchen,36,0,0,0,0,0,0,0,0,6.9,2.9,9,4.4,0,226,16.9,47.5,1020.1,0,5.1
3559,1/4/2020,2020,1,5,4,Käsebrötchen,33,0,0,0,0,0,0,0,0,4.6,2,6.3,6,0,255,13.7,41.8,1030.1,0,-2.3
3561,1/5/2020,2020,1,6,5,Käsebrötchen,37,0,0,0,0,0,0,0,0,5.8,5.2,6.2,0,0,240,9.7,25.2,1034.8,0,1.2
3563,1/6/2020,2020,1,0,6,Käsebrötchen,27,0,0,0,0,0,0,0,0,5,3.8,6.2,0.8,0,192,12.6,41,1026.8,236,-0.8
3565,1/7/2020,2020,1,1,7,Käsebrötchen,30,1,0,0,0,0,0,0,0,5.7,2.8,7.5,0,0,217,13,36,1026.2,9,0.7
3567,1/8/2020,2020,1,2,8,Käsebrötchen,31,0,0,0,0,0,0,0,0,8.7,6.4,10.7,8.1,0,209,13.7,41.4,1023.8,0,3
3569,1/9/2020,2020,1,3,9,Käsebrötchen,28,1,0,0,0,0,0,0,0,10.7,9.4,12.1,8.7,0,194,14,40,1014.4,0,2
3571,1/10/2020,2020,1,4,10,Käsebrötchen,30,0,0,0,0,0,0,0,0,6.9,2.1,9.9,1.8,0,248,11.9,38.2,1019.5,0,-3.8
3573,1/11/2020,2020,1,5,11,Käsebrötchen,33,0,0,0,0,0,0,0,0,4,1.2,6.2,0,0,211,13.3,35.3,1031.2,54,-2.9
3575,1/12/2020,2020,1,6,12,Käsebrötchen,40,0,0,0,0,0,0,0,0,5.3,3,7.6,3.1,0,207,18.7,46.4,1023,7,1.3
3577,1/13/2020,2020,1,0,13,Käsebrötchen,37,0,0,0,0,0,0,0,0,6.7,4.8,8.2,0.5,0,194,16.2,56.9,1017.8,124,1.4
3579,1/14/2020,2020,1,1,14,Käsebrötchen,29,1,0,0,0,0,0,0,0,8.9,7.5,11.2,2.8,0,193,21.2,57.6,1007.7,0,2.2
3581,1/15/2020,2020,1,2,15,Käsebrötchen,37,0,0,0,0,0,0,0,0,10.4,6.1,12.1,2.5,0,204,20.2,55.4,1013.4,107,1.5
3583,1/16/2020,2020,1,3,16,Käsebrötchen,29,1,0,0,0,0,0,0,0,7.9,4,11,0,0,180,14,50,1024.7,467,-2.5
3585,1/17/2020,2020,1,4,17,Käsebrötchen,25,0,0,0,0,0,0,0,0,8.1,4.4,9.8,2.7,0,189,17.3,45.7,1017.3,9,0.2
3587,1/18/2020,2020,1,5,18,Käsebrötchen,23,0,0,0,0,0,0,0,0,3.8,1.4,5.1,2.7,0,242,12.2,38.5,1025.3,1,-4.3
3589,1/19/2020,2020,1,6,19,Käsebrötchen,40,0,0,0,0,0,0,0,0,2.6,0.1,5.4,0.6,0,304,7.6,26.3,1038.7,62,-1.2
3591,1/20/2020,2020,1,0,20,Käsebrötchen,37,0,0,0,0,0,0,0,0,2.4,-0.2,5.3,0,0,250,4.7,13.7,1047.6,3,-0.2
3593,1/21/2020,2020,1,1,21,Käsebrötchen,23,1,0,0,0,0,0,0,0,1.5,-2.7,5.4,0,0,208,7.2,22.3,1042.6,470,-0.9
3595,1/22/2020,2020,1,2,22,Käsebrötchen,32,0,0,0,0,0,0,0,0,-0.9,-3.8,1.3,0,0,216,5.8,19.8,1037.8,0,-2.4
3597,1/23/2020,2020,1,3,23,Käsebrötchen,41,1,0,0,0,0,0,0,0,2,-0.5,3.4,0,0,141,5.8,18.4,1032.5,0,2.9
3599,1/24/2020,2020,1,4,24,Käsebrötchen,18,0,0,0,0,0,0,0,0,-0.3,-0.9,0.2,0,0,198,7.9,29.2,1024.9,0,-2.3
3601,1/25/2020,2020,1,5,25,Käsebrötchen,35,0,0,0,0,0,0,0,0,1,-0.1,2.4,0,0,206,7.6,18,1022.5,0,1.3
3603,1/26/2020,2020,1,6,26,Käsebrötchen,41,0,0,0,0,0,0,0,0,4.3,-1.2,8.8,1.8,0,170,10.8,31.7,1016.8,338,3.3
3605,1/27/2020,2020,1,0,27,Käsebrötchen,41,0,0,0,0,0,0,0,0,6.7,6,7.9,5.9,0,182,15.8,46.8,1006.6,0,2.4
3607,1/28/2020,2020,1,1,28,Käsebrötchen,22,1,0,0,0,0,0,0,0,4.5,2.1,6.8,4.5,0,226,20.2,64.1,996,24,-2.2
3609,1/29/2020,2020,1,2,29,Käsebrötchen,28,0,0,0,0,0,0,0,0,3.8,1.7,5.5,1.5,0,242,16.9,43.9,1007.7,13,-0.7
3611,1/30/2020,2020,1,3,30,Käsebrötchen,28,1,0,0,0,0,0,0,0,7.4,5.5,11.4,6.5,0,212,19.4,51.1,1008.5,130,3.6
3613,1/31/2020,2020,1,4,31,Käsebrötchen,24,0,0,0,0,0,0,0,0,11,9.7,12.3,2.9,0,236,19.8,50.8,1008.6,22,3.6
3614,2/1/2020,2020,2,5,1,Käsebrötchen,30,0,0,0,0,0,0,0,0,10.3,7.6,11.8,16.5,0,232,19.1,48.6,1005.7,4,-0.7
3616,2/2/2020,2020,2,6,2,Käsebrötchen,41,0,0,0,0,0,0,0,0,8.8,5.6,11.9,5.9,0,230,18.7,54,1009.1,0,-1.5
3618,2/3/2020,2020,2,0,3,Käsebrötchen,39,0,0,0,0,0,0,1,0,9,4.5,10.4,10,0,246,17.6,48.6,1011.3,7,0.2
3620,2/4/2020,2020,2,1,4,Käsebrötchen,19,1,0,0,0,0,0,0,0,4.1,1.8,5.4,6,0,281,11.5,39.6,1015.1,24,-4.9
3622,2/5/2020,2020,2,2,5,Käsebrötchen,37,0,0,0,0,0,0,0,0,3.6,0.6,6.3,0,0,271,6.8,17.6,1035,338,-0.5
3624,2/6/2020,2020,2,3,6,Käsebrötchen,26,1,0,0,0,0,0,0,0,3.8,2,5.5,0,0,228,6.5,15.5,1033.1,0,0.2
3626,2/7/2020,2020,2,4,7,Käsebrötchen,28,0,0,0,0,0,0,0,0,4.4,0.8,8.6,0,0,145,14.4,42.5,1027.1,526,0.6
3628,2/8/2020,2020,2,5,8,Käsebrötchen,36,0,0,0,0,0,0,0,0,6.7,3.1,10.4,0.1,0,178,15.5,41.4,1020.8,87,2.3
3630,2/9/2020,2020,2,6,9,Käsebrötchen,45,0,0,0,0,0,0,0,0,10,6.5,13.2,2.2,0,195,27.7,94.3,1005.4,107,3.3
3632,2/10/2020,2020,2,0,10,Käsebrötchen,33,0,0,0,0,0,0,0,0,7.1,3.4,11.5,13.9,0,245,29.5,77.4,995.7,75,-2.9
3634,2/11/2020,2020,2,1,11,Käsebrötchen,18,1,0,0,0,0,0,0,0,4.3,1.7,7.1,1,0,254,28.1,70.9,1004.5,156,-2.8
3636,2/12/2020,2020,2,2,12,Käsebrötchen,42,0,0,0,0,0,0,0,0,4.4,3.1,6.7,0,0,246,20.5,51.5,1013.9,103,0.1
3638,2/13/2020,2020,2,3,13,Käsebrötchen,22,1,0,0,0,0,0,0,0,4.3,2.4,6.2,6.2,0,180,18.4,60.8,1005.5,44,-0.1
3640,2/14/2020,2020,2,4,14,Käsebrötchen,22,0,0,0,0,0,0,0,0,6,4.6,7.3,0.5,0,241,11.9,33.8,1018.6,0,1.7
3642,2/15/2020,2020,2,5,15,Käsebrötchen,24,0,0,0,0,0,0,0,0,8.7,5.6,12.2,3.8,0,188,17.6,52.6,1017.9,262,2.7
3644,2/16/2020,2020,2,6,16,Käsebrötchen,45,0,0,0,0,0,0,0,0,12.8,7,17.4,12,0,213,27.4,91.8,1005.1,1,4.1
3646,2/17/2020,2020,2,0,17,Käsebrötchen,31,0,0,0,0,0,0,1,0,7.5,5.6,10.2,2.3,0,227,20.9,59,1013.3,194,-5.3
3648,2/18/2020,2020,2,1,18,Käsebrötchen,13,1,0,0,0,0,0,0,0,6.5,5.3,7.6,7.8,0,232,22,57.2,1020.5,37,-1
3650,2/19/2020,2020,2,2,19,Käsebrötchen,34,0,0,0,0,0,0,0,0,5,2.7,7.1,0.5,0,244,18,59.8,1018.6,152,-1.5
3652,2/20/2020,2020,2,3,20,Käsebrötchen,23,1,0,0,0,0,0,0,0,6.9,3.8,9.6,7,0,213,20.5,60.1,1015.3,31,1.9
3654,2/21/2020,2020,2,4,21,Käsebrötchen,29,0,0,0,0,0,0,0,0,5.5,2.2,8.1,0,0,236,19.8,49.7,1024.7,229,-1.4
3656,2/22/2020,2020,2,5,22,Käsebrötchen,37,0,0,0,0,0,0,0,0,7.7,4.5,9.1,13.8,0,227,25.6,68.8,1020.7,22,2.2
3658,2/23/2020,2020,2,6,23,Käsebrötchen,51,0,0,0,0,0,0,0,0,8.7,3.6,11.4,19.7,0,255,24.5,78.1,1015.7,0,1
3660,2/24/2020,2020,2,0,24,Käsebrötchen,35,0,0,0,0,0,0,0,0,6.3,2.6,10.9,5.3,0,214,17.3,55.4,1014.8,0,-2.4
3662,2/25/2020,2020,2,1,25,Käsebrötchen,32,1,0,0,0,0,0,0,0,6.8,2.2,9.9,7.1,0,242,19.4,56.9,1000,270,0.5
3664,2/26/2020,2020,2,2,26,Käsebrötchen,21,0,0,0,0,0,0,0,0,2.1,0,4.2,6.5,0,249,15.5,50.4,999.3,11,-4.7
3666,2/27/2020,2020,2,3,27,Käsebrötchen,28,1,0,0,0,0,0,0,0,1.9,0.2,3.9,8.1,0,207,12.2,32,1002.6,0,-0.2
3668,2/28/2020,2020,2,4,28,Käsebrötchen,22,0,0,0,0,0,0,0,0,3,0.2,6.2,3.7,0,215,17.6,64.4,1013.3,255,1.1
3670,2/29/2020,2020,2,5,29,Käsebrötchen,47,0,0,0,0,0,0,0,0,7.8,4.8,13.1,2.2,0,196,21.6,68,994.8,199,4.8
3672,3/1/2020,2020,3,6,1,Käsebrötchen,40,0,0,0,0,0,0,1,0,6.3,4.1,9,3.3,0,213,19.4,54.4,994.3,72,-1.5
3674,3/2/2020,2020,3,0,2,Käsebrötchen,29,0,0,0,0,0,0,0,0,5.8,2.7,8.8,6.5,0,193,14.8,45.7,992,73,-0.5
3676,3/3/2020,2020,3,1,3,Käsebrötchen,21,1,0,0,0,0,0,0,0,4.4,1.9,7.9,0.1,0,239,12.6,36.7,1003.2,470,-1.4
3678,3/4/2020,2020,3,2,4,Käsebrötchen,19,0,0,0,0,0,0,0,0,5.6,2.7,9.9,0.2,0,221,11.5,32.4,1010.3,258,1.2
3680,3/5/2020,2020,3,3,5,Käsebrötchen,33,1,0,0,0,0,0,0,0,5.2,3.9,6.9,12.3,0,125,13.3,34.6,996.5,0,-0.4
3682,3/6/2020,2020,3,4,6,Käsebrötchen,30,0,0,0,0,0,0,0,0,4.4,2.9,5.6,0.7,0,342,13.3,35.3,996.5,0,-0.8
3684,3/7/2020,2020,3,5,7,Käsebrötchen,32,0,0,0,0,0,0,0,0,5.8,1.9,8.7,0,0,256,11.5,31.3,1017.3,324,1.4
3686,3/8/2020,2020,3,6,8,Käsebrötchen,48,0,0,0,0,0,0,0,0,7.9,6.5,11.1,5.5,0,195,15.5,54.4,1013,117,2.1
3688,3/9/2020,2020,3,0,9,Käsebrötchen,36,0,0,0,0,0,0,0,0,7,5.7,9.4,10.4,0,233,14.4,45,1012.8,132,-0.9
3690,3/10/2020,2020,3,1,10,Käsebrötchen,34,1,0,0,0,0,0,0,0,8.9,5,12.1,19.8,0,225,22,56.5,1006.6,0,1.9
3692,3/11/2020,2020,3,2,11,Käsebrötchen,18,0,0,0,0,0,0,0,0,10.6,8.1,13.5,7.3,0,248,15.5,54.7,1011,90,1.7
3694,3/12/2020,2020,3,3,12,Käsebrötchen,33,1,0,0,0,0,0,0,0,9.2,5.4,12.8,0.3,0,243,24.8,80.6,1010.3,383,-1.4
3696,3/13/2020,2020,3,4,13,Käsebrötchen,28,0,0,0,0,0,0,0,0,6.3,3.9,10.1,1.2,0,252,17.6,58,1017.2,128,-2.9
3698,3/14/2020,2020,3,5,14,Käsebrötchen,38,0,0,0,0,0,0,0,0,6.5,1.7,11.3,0,0,155,11.9,36,1021,445,0.2
3700,3/15/2020,2020,3,6,15,Käsebrötchen,59,0,0,0,0,0,0,0,0,9.9,6.4,13.8,0,0,180,16.2,47.5,1015.2,209,3.4
3702,3/16/2020,2020,3,0,16,Käsebrötchen,32,0,0,0,0,0,0,0,0,11.2,8,16.1,0,0,243,7.6,22.7,1019.7,572,1.3
3704,3/17/2020,2020,3,1,17,Käsebrötchen,19,1,0,0,0,0,0,0,0,10,5.1,14,0,0,246,10.4,33.5,1029.4,624,-1.2
3706,3/18/2020,2020,3,2,18,Käsebrötchen,29,0,0,0,0,0,0,0,0,11.4,7,15.9,0,0,226,13.7,36,1027.2,659,1.4
3708,3/19/2020,2020,3,3,19,Käsebrötchen,22,1,0,0,0,0,0,0,0,11.3,8,16,0,0,240,8.3,27.7,1025.4,242,-0.1
3709,3/20/2020,2020,3,4,20,Käsebrötchen,32,0,0,0,0,0,0,0,0,7,4.3,8.9,0.5,0,45,18.7,55.4,1026,0,-4.3
3710,3/21/2020,2020,3,5,21,Käsebrötchen,25,0,0,0,0,0,0,0,0,4.8,1.4,8.6,0,0,64,20.5,54,1028.1,654,-2.2
3712,3/22/2020,2020,3,6,22,Käsebrötchen,35,0,0,0,0,0,0,0,0,4,-1,9.1,0,0,82,15.5,42.5,1031.2,711,-0.8
3713,3/23/2020,2020,3,0,23,Käsebrötchen,22,0,0,0,0,0,0,0,0,4.2,-0.7,9.6,0,0,122,18.7,41,1033.8,708,0.2
3714,3/24/2020,2020,3,1,24,Käsebrötchen,22,1,0,0,0,0,0,0,0,5.1,0.1,10.3,0,0,127,16.2,36.7,1032,712,0.9
3715,3/25/2020,2020,3,2,25,Käsebrötchen,28,0,0,0,0,0,0,0,0,5.8,0.2,11.2,0,0,85,14.4,41.8,1027.2,704,0.7
3716,3/26/2020,2020,3,3,26,Käsebrötchen,38,1,0,0,0,0,0,0,0,5.5,-0.4,10.7,0,0,63,15.8,46.8,1023,705,-0.3
3717,3/27/2020,2020,3,4,27,Käsebrötchen,54,0,0,0,0,0,0,0,0,9.2,2.5,16.4,0,0,63,15.5,44.6,1020,666,3.7
3718,3/28/2020,2020,3,5,28,Käsebrötchen,26,0,0,0,0,0,0,0,0,8.5,3.5,13,0,0,39,19.1,49.3,1022.6,687,-0.7
3719,3/29/2020,2020,3,6,29,Käsebrötchen,29,0,0,0,0,0,0,0,0,2.3,-0.7,4.2,0.6,0,0,22,70.2,1029.2,32,-6.2
3720,3/30/2020,2020,3,0,30,Käsebrötchen,24,0,0,0,0,0,0,0,0,2.3,-4,7.6,2.1,0,322,9,34.9,1030.5,370,0
3721,3/31/2020,2020,3,1,31,Käsebrötchen,23,1,0,0,0,0,0,0,0,4,1.2,8.1,0,0,52,11.9,30.2,1029.7,569,1.7
3722,4/1/2020,2020,4,2,1,Käsebrötchen,26,0,0,0,0,0,0,0,0,5.1,-1,10.1,0,0,329,6.8,24.1,1022.2,703,1.1
3723,4/2/2020,2020,4,3,2,Käsebrötchen,30,1,0,0,0,0,0,0,0,5.8,0.9,9.2,0,0,254,9.7,33.1,1014.5,97,0.7
3724,4/3/2020,2020,4,4,3,Käsebrötchen,21,0,0,0,0,0,0,0,0,7.4,2.3,11.2,0,0,266,9.7,32,1016.5,94,1.6
3725,4/4/2020,2020,4,5,4,Käsebrötchen,24,0,0,0,0,0,0,0,0,8,0.6,14.7,0,0,137,7.9,33.5,1024.5,748,0.6
3726,4/5/2020,2020,4,6,5,Käsebrötchen,38,0,0,0,0,0,0,0,0,13.9,7.6,19.7,0,0,138,18,43.9,1021.9,749,5.9
3727,4/6/2020,2020,4,0,6,Käsebrötchen,23,0,0,0,0,0,0,0,0,16.8,12.1,23.2,0,0,192,15.8,38.9,1020.6,748,2.9
3728,4/7/2020,2020,4,1,7,Käsebrötchen,25,1,0,0,0,0,0,0,0,14.7,9.7,19.3,0,0,61,8.3,26.6,1030,611,-2.1
3729,4/8/2020,2020,4,2,8,Käsebrötchen,23,0,0,0,0,0,0,0,0,18.4,12.6,23.9,0,0,143,7.2,19.1,1024.8,651,3.7
3730,4/9/2020,2020,4,3,9,Käsebrötchen,30,1,0,0,0,0,0,0,0,15.7,11.6,20.1,0,0,37,11.5,30.2,1024.9,661,-2.7
3731,4/10/2020,2020,4,4,10,Käsebrötchen,46,0,0,0,0,0,0,0,1,12.9,6.9,18.7,0,0,49,12.2,29.5,1026.5,760,-2.8
3732,4/11/2020,2020,4,5,11,Käsebrötchen,35,0,0,0,0,0,0,0,0,14.4,4.8,22.1,0,0,99,8.3,25.6,1023.6,756,1.5
3733,4/12/2020,2020,4,6,12,Käsebrötchen,25,0,0,0,0,0,0,0,0,17.2,12.2,22.5,0,0,219,7.9,25.9,1015.7,674,2.8
4332,4/13/2020,2020,4,0,13,Käsebrötchen,0,0,0,0,0,0,0,0,0,8,2.3,14.5,0,0,3,18.4,49.3,1021,417,-9.2
3734,4/14/2020,2020,4,1,14,Käsebrötchen,32,1,0,0,0,0,0,0,0,5.9,3,9.7,0,0,353,10.1,28.1,1026.9,128,-2.1
3735,4/15/2020,2020,4,2,15,Käsebrötchen,32,0,0,0,0,0,0,0,0,10.4,1.7,18.2,0,0,124,6.1,18,1024.1,702,4.5
3736,4/16/2020,2020,4,3,16,Käsebrötchen,41,1,0,0,0,0,0,0,0,15.9,9.3,22.1,0,0,160,7.9,30.2,1016.9,689,5.5
3737,4/17/2020,2020,4,4,17,Käsebrötchen,38,0,0,0,0,0,0,0,0,12.9,6.4,18.9,0,0,54,14.8,35.3,1016.9,764,-3
3738,4/18/2020,2020,4,5,18,Käsebrötchen,60,0,0,0,0,0,0,0,0,13.2,8.5,19.3,0.8,0,25,8.3,28.4,1015.8,232,0.3
3739,4/19/2020,2020,4,6,19,Käsebrötchen,49,0,0,0,0,0,0,0,0,12.9,9.2,17.5,0,0,22,13,43.9,1018.4,469,-0.3
3740,4/20/2020,2020,4,0,20,Käsebrötchen,39,0,0,0,0,0,0,0,0,11.9,5.5,17.8,0,0,72,19.1,55.4,1019.4,803,-1
3741,4/21/2020,2020,4,1,21,Käsebrötchen,34,1,0,0,0,0,0,0,0,13.3,7.3,18.9,0,0,70,18.4,56.5,1018.4,811,1.4
3742,4/22/2020,2020,4,2,22,Käsebrötchen,29,0,0,0,0,0,0,0,0,14.8,8.5,21.1,0,0,69,16.2,48.2,1020.3,811,1.5
3743,4/23/2020,2020,4,3,23,Käsebrötchen,36,1,0,0,0,0,0,0,0,16.1,8.2,23.2,0,0,102,8.3,27.7,1019.2,770,1.3
3744,4/24/2020,2020,4,4,24,Käsebrötchen,46,0,0,0,0,0,0,0,0,14.8,7.2,19.8,0,0,277,11.2,33.1,1013.1,756,-1.3
3745,4/25/2020,2020,4,5,25,Käsebrötchen,39,0,0,0,0,0,0,0,0,10.2,6.4,15.1,0,0,22,9.7,29.9,1014,527,-4.6
3746,4/26/2020,2020,4,6,26,Käsebrötchen,43,0,0,0,0,0,0,0,0,12.1,5.1,18.1,0,0,6,7.9,22,1011.7,803,1.9
3747,4/27/2020,2020,4,0,27,Käsebrötchen,35,0,0,0,0,0,0,0,0,15.3,8.6,21,0,0,188,8.3,28.8,1008,779,3.2
3748,4/28/2020,2020,4,1,28,Käsebrötchen,35,1,0,0,0,0,0,0,0,13.5,8.5,19.7,11.9,0,199,7.6,34.2,1004.3,167,-1.8
3749,4/29/2020,2020,4,2,29,Käsebrötchen,31,0,0,0,0,0,0,0,0,12.5,10,15.9,6.5,0,223,13,35.3,1005.2,117,-1
3750,4/30/2020,2020,4,3,30,Käsebrötchen,33,1,0,0,0,0,0,0,0,10.4,7.1,15.2,8.4,0,197,14.4,50.8,1001.6,305,-2.1
3751,5/1/2020,2020,5,4,1,Käsebrötchen,60,0,0,0,0,0,0,0,1,9.7,7.3,14.2,5.2,0,224,14,45.4,1001.5,323,-0.7
3752,5/2/2020,2020,5,5,2,Käsebrötchen,42,0,0,0,0,0,0,0,0,8.9,6.7,12.1,4.4,0,247,10.8,47.9,1009.4,154,-0.8
3753,5/3/2020,2020,5,6,3,Käsebrötchen,46,0,0,0,0,0,0,0,0,10.8,5,15.3,0.2,0,226,8.3,22.3,1017.8,278,1.9
3754,5/4/2020,2020,5,0,4,Käsebrötchen,35,0,0,0,0,0,0,0,0,10.9,7.1,14.7,0,0,49,12.6,34.2,1018.8,285,0.1
3755,5/5/2020,2020,5,1,5,Käsebrötchen,34,1,0,0,0,0,0,0,0,9.1,4.2,13.6,0,0,55,12.2,31.7,1022,816,-1.8
3756,5/6/2020,2020,5,2,6,Käsebrötchen,34,0,0,0,0,0,0,0,0,11.8,4.9,17,0,0,61,9,23.8,1025.3,854,2.7
3757,5/7/2020,2020,5,3,7,Käsebrötchen,34,1,0,0,0,0,0,0,0,14.1,6.5,20.4,0,0,249,6.5,20.9,1023.8,764,2.3
3758,5/8/2020,2020,5,4,8,Käsebrötchen,16,0,0,0,0,0,0,0,0,16.2,9.4,21,0,0,63,7.2,20.5,1018.4,561,2.1
3759,5/9/2020,2020,5,5,9,Käsebrötchen,30,0,0,0,0,0,0,0,0,17.5,12,22.9,0,0,80,8.6,23,1012.8,630,1.3
3760,5/10/2020,2020,5,6,10,Käsebrötchen,39,0,0,0,0,0,0,0,0,15.1,5.8,19.8,1.5,0,116,10.1,52.9,1007,70,-2.4
3761,5/11/2020,2020,5,0,11,Käsebrötchen,43,0,0,0,0,0,0,0,0,7.7,4,12.1,0,0,23,25.9,58,1012.9,404,-7.4
3762,5/12/2020,2020,5,1,12,Käsebrötchen,42,1,0,0,0,0,0,0,0,6.7,0.7,10.8,0,0,282,6.5,24.5,1019,336,-1
3763,5/13/2020,2020,5,2,13,Käsebrötchen,36,0,0,0,0,0,0,0,0,8.2,2.5,13.5,0,0,341,9,38.2,1014.2,387,1.5
3764,5/14/2020,2020,5,3,14,Käsebrötchen,33,1,0,0,0,0,0,0,0,8.5,2.7,13.2,0,0,32,14.8,36.7,1019.5,738,0.3
3765,5/15/2020,2020,5,4,15,Käsebrötchen,28,0,0,0,0,0,0,0,0,9.4,3.5,14.7,0,0,23,12.2,36,1022.1,629,0.9
3766,5/16/2020,2020,5,5,16,Käsebrötchen,39,0,0,0,0,0,0,1,0,11.4,4.6,17.1,0,0,269,8.3,31,1023.1,535,2
3767,5/17/2020,2020,5,6,17,Käsebrötchen,52,0,0,0,0,0,0,0,0,12.1,4.2,17.7,0,0,273,5.8,24.8,1024.2,630,0.7
3768,5/18/2020,2020,5,0,18,Käsebrötchen,32,0,0,0,0,0,0,0,0,16,9.3,22.2,0,0,234,10.1,31.3,1023.2,762,3.9
3769,5/19/2020,2020,5,1,19,Käsebrötchen,23,1,0,0,0,0,0,0,0,16.7,10.1,22.1,0,0,276,9,28.8,1022.2,422,0.7
3770,5/20/2020,2020,5,2,20,Käsebrötchen,37,0,0,0,0,0,0,0,0,16.1,12.7,19.6,0,0,13,8.6,20.2,1023.1,118,-0.6
3771,5/21/2020,2020,5,3,21,Käsebrötchen,86,0,0,0,0,0,0,0,1,19.2,10.8,26.3,0,0,117,6.1,18.4,1021.4,889,3.1
3772,5/22/2020,2020,5,4,22,Käsebrötchen,33,0,0,0,0,0,0,0,0,19.4,15,26.1,2.6,0,190,11.2,46.4,1018.5,100,0.2
3773,5/23/2020,2020,5,5,23,Käsebrötchen,34,0,0,0,0,0,0,0,0,14.7,11.4,18.9,0,0,241,13.3,41.4,1023,236,-4.7
3774,5/24/2020,2020,5,6,24,Käsebrötchen,50,0,0,0,0,0,0,0,0,12.5,9.2,14.8,0.5,0,251,13.3,40,1029,137,-2.2
3775,5/25/2020,2020,5,0,25,Käsebrötchen,26,0,0,0,0,0,0,0,0,14.5,11.4,18.9,0,0,318,10.4,31.3,1033.5,233,2
3777,5/26/2020,2020,5,1,26,Käsebrötchen,21,1,0,0,0,0,0,0,0,15.3,9.1,20.9,0,0,45,9,31,1035.2,896,0.8
3779,5/27/2020,2020,5,2,27,Käsebrötchen,36,0,0,0,0,0,0,1,0,17.7,12.3,23.2,0,0,270,9.7,39.6,1033.2,751,2.4
3781,5/28/2020,2020,5,3,28,Käsebrötchen,30,1,0,0,0,0,0,0,0,14.8,9,20.3,0,0,34,16.6,40,1032.7,903,-2.9
3783,5/29/2020,2020,5,4,29,Käsebrötchen,26,0,0,0,0,0,0,0,0,15.8,8.5,21.4,0,0,69,12.2,33.8,1027.7,903,1
3785,5/30/2020,2020,5,5,30,Käsebrötchen,42,0,0,0,0,0,0,0,0,16.9,11.3,22.1,0,0,81,11.9,38.5,1024.1,832,1.1
3787,5/31/2020,2020,5,6,31,Käsebrötchen,41,0,0,0,0,0,0,0,0,15.8,10.7,20,0,0,69,13.3,40.3,1023.1,819,-1.1
3789,6/1/2020,2020,6,0,1,Käsebrötchen,76,0,0,0,0,0,0,0,1,19,11.8,24.8,0,0,66,10.8,38.5,1021.8,846,3.2
3791,6/2/2020,2020,6,1,2,Käsebrötchen,32,1,0,0,0,0,0,0,0,21.6,13.1,28.6,0,0,110,7.6,23,1016.1,885,2.6
3793,6/3/2020,2020,6,2,3,Käsebrötchen,29,0,0,0,0,0,0,0,0,19.5,14.4,24.7,0,0,259,9.4,35.3,1005,642,-2.1
3795,6/4/2020,2020,6,3,4,Käsebrötchen,30,1,0,0,0,0,0,0,0,12.6,9,15.7,9.2,0,288,7.9,34.9,997.5,0,-6.9
3797,6/5/2020,2020,6,4,5,Käsebrötchen,30,0,0,0,0,0,0,1,0,9.3,6.9,11.9,15.9,0,226,13.3,47.2,996.3,243,-3.3
3799,6/6/2020,2020,6,5,6,Käsebrötchen,30,0,0,0,0,0,0,0,0,11.8,7.2,16.4,2.3,0,225,15.8,50.4,1000.8,479,2.5
3800,6/7/2020,2020,6,6,7,Käsebrötchen,51,0,0,0,0,0,0,0,0,13,10,17.6,0,0,235,11.9,37.1,1007.7,135,1.2
3802,6/8/2020,2020,6,0,8,Käsebrötchen,34,0,0,0,0,0,0,0,0,13.6,10.2,17.8,0,0,257,6.8,20.9,1014.5,125,0.6
3804,6/9/2020,2020,6,1,9,Käsebrötchen,39,1,0,0,0,0,0,0,0,14.3,11.3,18.3,0,0,18,11.9,27,1017.8,166,0.7
3806,6/10/2020,2020,6,2,10,Käsebrötchen,30,0,0,0,0,0,0,0,0,14.8,12.2,17.6,0,0,56,9.4,24.5,1015.8,4,0.5
3808,6/11/2020,2020,6,3,11,Käsebrötchen,72,0,0,0,0,0,0,0,1,16.4,13.6,19.5,0,0,77,6.8,18.7,1011.2,57,1.6
3810,6/12/2020,2020,6,4,12,Käsebrötchen,28,0,0,0,0,0,0,0,0,20.5,13.2,26.7,0,0,103,11.9,48.2,1007.7,794,4.1
3812,6/13/2020,2020,6,5,13,Käsebrötchen,26,0,0,0,0,0,0,0,0,20.4,15.4,24.6,0,0,244,6.8,28.4,1011,418,-0.1
3813,6/14/2020,2020,6,6,14,Käsebrötchen,50,0,0,0,0,0,0,0,0,18.3,15.9,21.1,0.8,0,279,9.4,28.8,1013.9,3,-2.1
3815,6/15/2020,2020,6,0,15,Käsebrötchen,33,0,0,0,0,0,0,0,0,18.8,14.9,23,0,0,259,6.8,25.6,1016.8,118,0.5
3817,6/16/2020,2020,6,1,16,Käsebrötchen,35,1,0,0,0,0,0,0,0,17.9,15.8,20.7,1,0,143,5.8,16.2,1015.8,124,-0.9
